263
0 2 12.100000000000001
0 6 20.3
0 14 3.8000000000000003
0 26 19.3
1 2 7.800000000000001
1 6 14.9
1 10 19.0
2 22 15.200000000000001
3 2 9.5
3 10 10.600000000000001
3 14 15.100000000000001
4 6 21.0
5 6 12.700000000000001
6 2 8.9
7 14 20.900000000000002
8 2 19.1
8 6 25.3
8 18 21.3
9 2 10.9
9 6 2.8000000000000003
9 26 18.400000000000002
10 2 11.700000000000001
11 2 10.200000000000001
12 2 16.2
12 6 23.400000000000002
12 14 8.6
12 22 20.0
12 26 17.8
13 2 18.900000000000002
13 18 20.1
14 6 18.900000000000002
14 10 19.3
14 18 18.3
15 10 18.3
16 6 16.3
16 10 20.400000000000002
16 14 13.600000000000001
17 6 15.5
17 18 8.1
18 6 9.1
18 22 12.600000000000001
19 2 8.0
19 18 13.3
19 22 11.8
20 6 5.0
20 18 11.100000000000001
21 10 13.200000000000001
23 10 21.8
23 22 18.400000000000002
24 18 17.400000000000002
24 22 16.6
25 10 16.3
25 26 16.7
26 2 17.1
26 14 18.6
26 18 16.0
28 2 11.4
28 6 16.400000000000002
28 18 18.0
28 22 15.4
29 2 17.8
29 6 19.700000000000003
29 14 17.7
0 3 15.5
0 7 19.900000000000002
0 19 15.600000000000001
1 7 18.6
1 23 16.5
1 27 14.9
2 7 17.1
2 19 8.0
3 19 8.8
4 15 7.4
5 7 7.1000000000000005
5 11 8.1
6 3 9.600000000000001
6 7 17.2
6 15 18.900000000000002
7 19 17.7
8 3 17.1
8 11 9.4
9 3 12.100000000000001
9 19 9.600000000000001
10 7 18.7
10 11 16.8
10 23 21.8
11 3 9.4
11 7 14.100000000000001
11 27 2.4000000000000004
12 3 16.3
14 7 20.900000000000002
14 15 5.800000000000001
14 23 6.800000000000001
16 11 13.9
16 15 17.2
17 15 15.0
18 3 7.9
18 27 15.200000000000001
19 15 12.200000000000001
19 23 15.9
20 15 14.8
20 27 14.5
21 3 8.6
21 11 14.100000000000001
22 19 11.8
23 3 15.0
23 11 5.800000000000001
24 23 10.8
25 11 9.0
25 27 10.100000000000001
26 11 12.5
26 27 11.3
27 11 2.4000000000000004
27 19 12.600000000000001
27 23 5.4
28 3 12.4
28 11 7.2
28 19 8.8
29 15 13.5
0 4 5.5
0 20 16.8
1 20 14.100000000000001
2 4 13.3
2 20 6.5
3 12 16.3
3 16 15.700000000000001
3 24 12.8
4 8 13.8
4 16 15.4
5 0 14.0
5 12 14.0
6 4 21.0
6 12 23.400000000000002
6 24 14.9
7 20 17.8
8 4 13.8
8 20 22.400000000000002
8 28 14.200000000000001
9 16 18.3
9 24 16.400000000000002
9 28 18.1
10 4 21.3
10 16 20.400000000000002
10 28 15.0
11 24 8.6
12 0 6.1000000000000005
12 8 4.4
12 16 16.5
12 28 12.0
13 4 18.6
13 16 24.8
14 20 14.8
16 0 12.4
16 8 19.700000000000003
16 28 17.7
17 0 12.9
18 8 21.3
18 12 20.0
18 16 12.200000000000001
18 28 18.0
19 0 15.600000000000001
19 4 15.0
19 8 20.400000000000002
19 12 18.400000000000002
19 20 3.8000000000000003
20 4 16.7
20 8 22.400000000000002
21 0 17.5
21 4 20.3
21 8 21.700000000000003
21 12 20.0
21 16 11.0
22 0 20.400000000000002
22 4 22.200000000000003
22 20 12.700000000000001
23 4 8.200000000000001
23 8 6.1000000000000005
24 0 10.100000000000001
25 4 6.7
25 16 17.8
25 28 2.9000000000000004
26 20 15.200000000000001
27 0 8.4
28 0 10.0
28 16 17.7
28 20 11.8
28 24 3.4000000000000004
29 16 21.400000000000002
29 20 18.400000000000002
0 1 12.100000000000001
0 5 14.0
0 25 9.8
1 21 9.600000000000001
1 29 20.3
2 1 7.800000000000001
2 5 10.600000000000001
2 21 8.200000000000001
3 1 14.200000000000001
3 13 12.5
4 1 15.100000000000001
4 5 17.2
4 9 22.8
4 13 18.6
4 25 6.7
4 29 20.200000000000003
5 1 13.4
6 9 2.8000000000000003
6 17 15.5
7 9 19.6
7 13 14.600000000000001
7 17 10.8
8 1 19.200000000000003
8 21 21.700000000000003
8 29 12.100000000000001
9 17 18.1
9 21 10.700000000000001
9 25 19.0
10 5 14.3
12 1 16.2
12 21 20.0
12 29 14.0
13 1 23.6
13 9 22.3
13 17 18.7
14 17 14.700000000000001
14 21 17.7
14 25 6.300000000000001
16 9 18.3
16 13 24.8
17 5 7.4
18 5 8.3
18 25 19.6
19 5 11.700000000000001
19 25 10.0
20 1 14.100000000000001
20 9 6.4
20 13 17.7
20 17 15.3
20 29 18.400000000000002
21 1 9.600000000000001
21 9 10.700000000000001
21 25 19.0
21 29 16.900000000000002
22 5 8.200000000000001
22 25 18.0
23 9 24.0
23 21 19.5
23 25 9.700000000000001
24 1 15.200000000000001
24 21 16.7
25 5 15.3
25 9 19.0
25 29 18.1
26 1 22.0
26 5 9.3
26 9 18.400000000000002
26 17 16.5
26 25 16.7
27 25 10.100000000000001
28 9 18.1
29 13 8.4
29 21 16.900000000000002
29 25 18.1
