2019
0 1 12.100000000000001
0 17 12.9
0 29 17.0
0 31 8.700000000000001
0 34 22.1
0 35 24.1
0 36 8.700000000000001
0 42 4.6000000000000005
0 47 14.9
0 50 14.5
0 52 20.5
0 53 16.6
0 63 14.0
0 75 21.0
0 77 6.7
0 79 17.900000000000002
0 81 13.5
0 82 16.900000000000002
0 90 15.100000000000001
0 91 14.8
0 95 19.1
0 99 9.5
1 2 7.800000000000001
1 3 14.200000000000001
1 9 16.900000000000002
1 12 16.2
1 14 13.200000000000001
1 16 1.6
1 27 14.9
1 28 16.8
1 30 18.3
1 33 11.600000000000001
1 51 13.600000000000001
1 54 15.4
1 59 6.0
1 71 9.200000000000001
1 81 17.0
1 83 22.200000000000003
1 90 11.600000000000001
1 92 8.0
2 0 12.100000000000001
2 6 8.9
2 7 17.1
2 9 10.9
2 14 11.100000000000001
2 18 9.4
2 21 8.200000000000001
2 28 11.4
2 32 17.3
2 35 15.600000000000001
2 36 17.400000000000002
2 38 11.4
2 40 10.600000000000001
2 41 11.0
2 48 6.7
2 52 12.700000000000001
2 61 8.9
2 63 16.6
2 65 17.0
2 66 18.900000000000002
2 71 5.1000000000000005
2 78 11.3
2 87 17.2
2 89 5.5
2 95 16.400000000000002
2 98 6.6000000000000005
3 4 17.7
3 7 9.1
3 8 17.1
3 12 16.3
3 15 13.0
3 23 15.0
3 26 8.700000000000001
3 32 16.1
3 39 15.100000000000001
3 40 18.900000000000002
3 43 8.6
3 47 15.9
3 67 10.200000000000001
3 71 10.9
3 72 15.4
3 93 11.700000000000001
3 96 7.300000000000001
3 98 10.4
4 1 15.100000000000001
4 6 21.0
4 9 22.8
4 35 26.8
4 39 15.200000000000001
4 41 10.5
4 44 24.700000000000003
4 48 16.6
4 53 20.8
4 58 15.200000000000001
4 62 11.3
4 66 20.700000000000003
4 69 19.5
4 71 18.1
4 72 16.8
4 90 17.2
4 92 11.3
4 99 4.7
5 4 17.2
5 9 15.3
5 13 12.4
5 15 12.3
5 16 14.700000000000001
5 24 13.9
5 25 15.3
5 31 6.9
5 38 14.700000000000001
5 40 18.900000000000002
5 49 11.600000000000001
5 54 11.8
5 57 8.200000000000001
5 65 11.9
5 69 13.0
5 76 10.8
5 78 12.3
5 84 12.9
5 89 5.5
5 93 12.100000000000001
5 97 4.2
5 98 10.5
6 10 5.7
6 11 16.3
6 12 23.400000000000002
6 15 18.900000000000002
6 24 14.9
6 40 16.3
6 43 9.1
6 44 9.4
6 45 15.200000000000001
6 49 21.200000000000003
6 50 16.5
6 56 15.700000000000001
6 63 22.0
6 65 20.200000000000003
6 67 17.2
6 70 20.8
6 74 15.600000000000001
6 77 18.2
6 79 10.5
6 87 18.7
6 89 10.9
6 90 7.0
6 95 16.1
7 12 18.3
7 13 14.600000000000001
7 22 9.1
7 24 20.6
7 30 22.3
7 32 15.100000000000001
7 35 10.5
7 38 20.5
7 41 18.7
7 46 9.600000000000001
7 48 21.5
7 55 20.400000000000002
7 59 16.6
7 64 11.4
7 65 11.200000000000001
7 71 18.0
7 75 6.800000000000001
7 77 15.5
7 82 18.8
7 94 11.0
8 14 12.4
8 15 9.8
8 16 19.700000000000003
8 17 15.0
8 20 22.400000000000002
8 22 19.700000000000003
8 24 16.400000000000002
8 35 25.400000000000002
8 43 22.700000000000003
8 49 7.800000000000001
8 50 19.200000000000003
8 60 20.1
8 67 13.100000000000001
8 73 23.400000000000002
8 76 7.7
8 92 17.6
8 96 11.3
9 3 12.100000000000001
9 6 2.8000000000000003
9 12 25.8
9 14 20.8
9 22 14.700000000000001
9 26 18.400000000000002
9 37 16.1
9 38 12.3
9 40 17.6
9 55 8.3
9 60 12.4
9 65 22.700000000000003
9 80 17.0
9 85 18.8
9 87 20.900000000000002
9 93 21.200000000000003
9 95 18.3
9 99 21.8
10 6 5.7
10 12 24.1
10 16 20.400000000000002
10 18 13.5
10 24 13.9
10 28 15.0
10 36 23.200000000000003
10 45 14.3
10 48 16.3
10 50 13.700000000000001
10 51 6.0
10 56 17.0
10 58 12.8
10 60 12.4
10 62 10.100000000000001
10 63 25.0
10 64 14.9
10 66 15.100000000000001
10 67 15.200000000000001
10 75 17.6
10 77 18.2
10 82 5.800000000000001
10 90 9.5
10 91 14.4
10 92 12.700000000000001
10 96 14.700000000000001
10 99 19.6
11 0 6.9
11 3 9.4
11 10 16.8
11 16 13.9
11 17 10.3
11 28 7.2
11 33 8.8
11 35 18.7
11 40 18.1
11 44 17.0
11 46 8.5
11 61 16.400000000000002
11 62 8.3
11 68 7.9
11 71 14.600000000000001
11 76 8.3
11 81 9.600000000000001
11 82 13.5
11 97 6.300000000000001
11 99 11.4
12 2 16.2
12 10 24.1
12 13 15.3
12 14 8.6
12 20 20.1
12 23 3.6
12 26 17.8
12 28 12.0
12 32 7.0
12 34 21.0
12 36 4.6000000000000005
12 45 12.0
12 70 7.300000000000001
12 77 6.300000000000001
12 82 20.5
12 85 13.9
12 87 14.4
12 88 17.3
12 92 14.600000000000001
12 98 18.6
13 0 17.6
13 3 12.5
13 6 20.400000000000002
13 11 11.600000000000001
13 16 24.8
13 24 14.9
13 28 12.0
13 60 16.1
13 62 14.200000000000001
13 63 20.6
13 68 13.0
13 71 22.1
13 74 15.5
13 78 17.8
13 81 12.600000000000001
13 87 5.4
13 96 7.9
14 1 13.200000000000001
14 4 2.9000000000000004
14 5 14.4
14 8 12.4
14 13 16.8
14 22 19.700000000000003
14 23 6.800000000000001
14 40 16.5
14 51 17.1
14 68 12.200000000000001
14 70 4.6000000000000005
14 74 5.9
14 78 6.1000000000000005
14 90 14.5
14 95 19.200000000000003
15 5 12.3
15 8 9.8
15 9 20.900000000000002
15 12 7.6000000000000005
15 17 15.0
15 20 14.8
15 32 13.0
15 46 10.600000000000001
15 49 10.700000000000001
15 51 17.0
15 57 13.100000000000001
15 59 17.7
15 60 17.5
15 63 17.0
15 71 17.6
15 74 6.9
15 75 17.0
15 79 14.600000000000001
15 82 15.0
15 88 16.6
15 89 11.0
15 94 13.8
15 97 10.200000000000001
15 99 8.1
16 7 19.900000000000002
16 13 24.8
16 19 17.0
16 20 15.4
16 23 17.1
16 24 16.1
16 35 19.900000000000002
16 36 19.8
16 37 21.6
16 38 20.200000000000003
16 40 5.9
16 41 18.3
16 48 6.6000000000000005
16 50 20.900000000000002
16 70 17.400000000000002
16 73 8.6
16 75 23.8
16 77 15.600000000000001
16 84 21.0
16 90 13.100000000000001
16 92 9.200000000000001
17 1 8.6
17 2 10.8
17 9 18.1
17 10 18.900000000000002
17 12 13.700000000000001
17 19 16.0
